trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
35,False,"{'a': 0.5, 'e': 0.8299999999999998}",35,16,-83.6710507053617,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.8249999999999998}",20,0,-55.47713946701222,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.8199999999999998}",20,0,-91.67632408153735,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.8149999999999998}",20,0,-141.87117615807884,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.8099999999999998}",25,0,-113.76959289439911,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.8049999999999998}",30,3,-90.86467692432925,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 2}",1
41,False,"{'a': 0.5, 'e': 0.7999999999999998}",20,0,-177.15017254806014,"{0: 8, 1: 2, 2: 4, 3: 5, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.7949999999999998}",35,0,-135.6165657051565,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.7899999999999998}",25,0,-178.27363613366344,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
44,False,"{'a': 0.5, 'e': 0.7849999999999998}",30,0,-124.63642396799705,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.7799999999999998}",25,6,-101.51447208527084,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 1}",1
46,False,"{'a': 0.5, 'e': 0.7749999999999998}",30,10,-104.88278977029012,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",1
47,False,"{'a': 0.5, 'e': 0.7699999999999998}",25,11,8.541535342040039,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.7649999999999998}",30,0,8.524645813294272,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.7599999999999998}",25,0,-79.068949164658,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.7549999999999998}",20,8,-4.2198373360708015,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.7499999999999998}",20,0,-152.71626950293208,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.7449999999999998}",20,0,-26.307232602116287,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.7399999999999998}",20,0,-80.89949940612183,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7349999999999998}",25,0,-211.9406118507456,"{0: 14, 1: 0, 2: 7, 3: 0, 4: 4}",0
55,False,"{'a': 0.5, 'e': 0.7299999999999998}",25,6,-48.44336171697886,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.7249999999999998}",25,0,-88.03598652638635,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.7199999999999998}",25,12,-60.34485033497922,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.7149999999999997}",25,11,-2.3041342174008776,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.7099999999999997}",25,8,-90.72263796236047,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
60,False,"{'a': 0.5, 'e': 0.7049999999999997}",20,2,-100.08448678764853,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
